id,title,overview,genres,keywords,release_date,vote_average,vote_count,popularity,poster_path,original_language
72241,Unconquered,"England, 1763. After being convicted of a crime, the young and beautiful Abigail Hale agrees, to escape the gallows, to serve fourteen years as a slave in the colony of Virginia, whose inhabitants begin to hear and fear the sinister song of the threatening drums of war that resound in the wild Ohio valley.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}]","[{""id"": 212, ""name"": ""london, england""}, {""id"": 4107, ""name"": ""british empire""}, {""id"": 156017, ""name"": ""frontiersman""}, {""id"": 160279, ""name"": ""18th century""}, {""id"": 184984, ""name"": ""native american tribe""}, {""id"": 187024, ""name"": ""british colonialism""}, {""id"": 190429, ""name"": ""indian uprising""}, {""id"": 192248, ""name"": ""white slavery""}, {""id"": 235553, ""name"": ""iroquois""}, {""id"": 257976, ""name"": ""colony of virginia""}, {""id"": 257977, ""name"": ""military fort""}]",1947-10-10,6.342,60,5.8107,/sOsESBjWExyOulekJJMc9o5Q5BX.jpg,en
302699,Central Intelligence,"Calvin Joyner, a mild-mannered accountant whose high school glory days are long behind him, reconnects with an awkward pal from high school through Facebook. After meeting up, Calvin’s mundane life takes an unexpectedly thrilling turn when he's thrust into the world of international espionage.","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 591, ""name"": ""central intelligence agency (cia)""}, {""id"": 5265, ""name"": ""espionage""}, {""id"": 470, ""name"": ""spy""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 161213, ""name"": ""high school reunion""}, {""id"": 190070, ""name"": ""reconnect""}, {""id"": 207697, ""name"": ""accountant""}, {""id"": 236231, ""name"": ""radical transformation""}, {""id"": 311278, ""name"": ""high school classmates""}, {""id"": 311529, ""name"": ""glory days""}]",2016-06-15,6.414,6250,6.362,/hXQVMbRNpf7c93e8clMY4W5DRm6.jpg,en
338762,Bloodshot,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.","[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 2651, ""name"": ""nanotechnology""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic""}, {""id"": 10937, ""name"": ""memory""}, {""id"": 164218, ""name"": ""psychotronic""}, {""id"": 202371, ""name"": ""aggressive""}, {""id"": 258575, ""name"": ""valiant comics""}, {""id"": 325842, ""name"": ""powerful""}]",2020-03-05,6.687,5173,5.818,/8WUVHemHFH2ZIP6NWkwlHWsyrEL.jpg,en
843,In the Mood for Love,"Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 596, ""name"": ""adultery""}, {""id"": 918, ""name"": ""newspaper""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 1157, ""name"": ""husband wife relationship""}, {""id"": 2682, ""name"": ""shanghai, china""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 2587, ""name"": ""married couple""}, {""id"": 4224, ""name"": ""singapore""}, {""id"": 3595, ""name"": ""deceived husband""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4232, ""name"": ""melancholy""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10818, ""name"": ""author""}, {""id"": 12354, ""name"": ""hong kong""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 208992, ""name"": ""1960s""}, {""id"": 321464, ""name"": ""intense""}, {""id"": 357928, ""name"": ""adult\u00e9rio""}]",2000-09-29,8.092,3153,6.9046,/iYypPT4bhqXfq1b6EnmxvRt6b2Y.jpg,cn
9277,The Sting,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 622, ""name"": ""bet""}, {""id"": 520, ""name"": ""chicago, illinois""}, {""id"": 1522, ""name"": ""repayment""}, {""id"": 643, ""name"": ""horse race""}, {""id"": 3202, ""name"": ""con man""}, {""id"": 6220, ""name"": ""mafia boss""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 9728, ""name"": ""caper""}, {""id"": 167411, ""name"": ""ragtime""}, {""id"": 167424, ""name"": ""off track betting""}, {""id"": 167428, ""name"": ""sting operation""}, {""id"": 167431, ""name"": ""alley""}, {""id"": 214548, ""name"": ""1930s""}, {""id"": 256330, ""name"": ""mischievous""}, {""id"": 266753, ""name"": ""cautionary""}]",1973-12-25,8.02,2869,5.8287,/ckmYng37zey8INYf6d10cVgIG93.jpg,en
31586,North,"Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus North starts off on a journey around the world to find parents that really care about him.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 970, ""name"": ""parent child relationship""}, {""id"": 5561, ""name"": ""child prodigy""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 15101, ""name"": ""based on children's book""}]",1994-07-22,5.0,273,5.9088,/e4JEG7dstmurXMUPOW9Jy6UDR9F.jpg,en
576845,Last Night in Soho,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 212, ""name"": ""london, england""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 1663, ""name"": ""go-go dancer""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 5609, ""name"": ""nostalgia""}, {""id"": 7024, ""name"": ""fashion designer""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 161693, ""name"": ""soho london""}, {""id"": 163070, ""name"": ""burlesque""}, {""id"": 170620, ""name"": ""clairvoyant""}, {""id"": 177040, ""name"": ""fashion design""}, {""id"": 197582, ""name"": ""mysterious""}, {""id"": 200234, ""name"": ""shocking""}, {""id"": 208992, ""name"": ""1960s""}, {""id"": 211659, ""name"": ""somber""}, {""id"": 249379, ""name"": ""mirror""}, {""id"": 285576, ""name"": ""pub""}, {""id"": 314730, ""name"": ""suspenseful""}, {""id"": 325765, ""name"": ""amused""}, {""id"": 325773, ""name"": ""audacious""}, {""id"": 325813, ""name"": ""exuberant""}, {""id"": 325854, ""name"": ""tragic""}]",2021-10-21,7.282,3762,6.1407,/n1ZRmjlk1BJTY7aASqACfPAaLn2.jpg,en
11090,The Animal,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 1566, ""name"": ""dreams""}, {""id"": 6021, ""name"": ""employee""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 175884, ""name"": ""organ donation""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 210689, ""name"": ""virility""}]",2001-06-01,5.123,1337,6.0485,/oNxEXmKTZtECHs0bQbI6dQoXYMV.jpg,en
663712,Terrifier 2,"A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.","[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 3335, ""name"": ""halloween""}, {""id"": 3199, ""name"": ""clown""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 6506, ""name"": ""resurrection""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 162810, ""name"": ""macabre""}, {""id"": 176691, ""name"": ""killer clown""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 191327, ""name"": ""evil clown""}, {""id"": 232795, ""name"": ""halloween night""}, {""id"": 257285, ""name"": ""crowdfunded film""}, {""id"": 281237, ""name"": ""independent film""}, {""id"": 306196, ""name"": ""megaslasher""}, {""id"": 311315, ""name"": ""dramatic""}, {""id"": 325773, ""name"": ""audacious""}]",2022-10-06,6.687,2418,6.4837,/qEAlwXbYk6IHA4ztoS2XFFaa7Xo.jpg,en
103663,The Hunt,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 2337, ""name"": ""pedophilia""}, {""id"": 509, ""name"": ""denmark""}, {""id"": 970, ""name"": ""parent child relationship""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 5905, ""name"": ""father""}, {""id"": 4590, ""name"": ""kindergarten""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 10614, ""name"": ""tragedy""}, {""id"": 10873, ""name"": ""school""}, {""id"": 14576, ""name"": ""pedophile""}, {""id"": 14696, ""name"": ""bloody fight""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 33688, ""name"": ""hunting""}, {""id"": 41171, ""name"": ""pond""}, {""id"": 156175, ""name"": ""dead dog""}, {""id"": 168867, ""name"": ""grocery store""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 244229, ""name"": ""nude swimming""}, {""id"": 309029, ""name"": ""psychological drama""}, {""id"": 316421, ""name"": ""drama""}, {""id"": 325768, ""name"": ""apologetic""}]",2012-10-25,8.096,4608,6.1341,/jkixsXzRh28q3PCqFoWcf7unghT.jpg,da
864,Cool Runnings,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican bobsled team.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 240, ""name"": ""underdog""}, {""id"": 6075, ""name"": ""sports""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 2070, ""name"": ""olympic games""}, {""id"": 3266, ""name"": ""jamaica""}, {""id"": 1482, ""name"": ""trainer""}, {""id"": 3777, ""name"": ""training camp""}, {""id"": 4307, ""name"": ""reggae""}, {""id"": 4310, ""name"": ""bobsleighing""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 220798, ""name"": ""bobsled""}, {""id"": 220840, ""name"": ""winter sport""}, {""id"": 234528, ""name"": ""calgary""}, {""id"": 281585, ""name"": ""inspirational""}, {""id"": 320420, ""name"": ""hilarious""}, {""id"": 325811, ""name"": ""excited""}]",1993-10-01,7.008,2216,6.6639,/6fXuGEb7EqGmAeUodxm7l5ELPZ.jpg,en
840,Close Encounters of the Third Kind,"After an encounter with UFOs, an electricity linesman feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 1016, ""name"": ""wyoming, usa""}, {""id"": 1447, ""name"": ""indiana, usa""}, {""id"": 3243, ""name"": ""flying saucer""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2227, ""name"": ""evacuation""}, {""id"": 2583, ""name"": ""blackout""}, {""id"": 3268, ""name"": ""secret base""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 9738, ""name"": ""ufo""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 12553, ""name"": ""alien abduction""}, {""id"": 156091, ""name"": ""missing person""}, {""id"": 160515, ""name"": ""alien contact""}, {""id"": 160754, ""name"": ""mother ship""}, {""id"": 161293, ""name"": ""extraterrestrial life form""}, {""id"": 162459, ""name"": ""alien language""}, {""id"": 177178, ""name"": ""alien space craft""}, {""id"": 178895, ""name"": ""questioning""}, {""id"": 187710, ""name"": ""escapade""}, {""id"": 194998, ""name"": ""curious""}, {""id"": 206711, ""name"": ""obsessive quest""}, {""id"": 211560, ""name"": ""flying ship""}, {""id"": 223550, ""name"": ""ufo sighting""}, {""id"": 229652, ""name"": ""alien encounter""}, {""id"": 232076, ""name"": ""desperate""}, {""id"": 237124, ""name"": ""lightshow""}, {""id"": 240005, ""name"": ""extraterrestrial humanoids""}, {""id"": 240422, ""name"": ""wonder""}, {""id"": 250802, ""name"": ""mysterious lights""}, {""id"": 251829, ""name"": ""alien spaceship""}, {""id"": 287612, ""name"": ""extraterrestrial capsule""}, {""id"": 288156, ""name"": ""moving lights""}, {""id"": 290950, ""name"": ""humanoid alien""}, {""id"": 317024, ""name"": ""secret space ufos""}, {""id"": 324713, ""name"": ""whimsical""}, {""id"": 325761, ""name"": ""admiring""}, {""id"": 325775, ""name"": ""awestruck""}, {""id"": 329286, ""name"": ""flashing lights""}]",1977-12-14,7.352,4534,6.2414,/gCWPB8cF82tqzrS9tvzcO6q6nyz.jpg,en
1254808,Nouvelle Vague,"After writing for Cahiers du cinéma, a young Jean-Luc Godard decides making films is the best film criticism. He convinces producer Georges de Beauregard to fund a low-budget feature, and creates a treatment with fellow New Wave filmmaker François Truffaut about a gangster couple. The result? Breathless, one of the first features of the Nouvelle Vague era of French cinema.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","[{""id"": 9672, ""name"": ""based on true story""}, {""id"": 33490, ""name"": ""filmmaking""}, {""id"": 279111, ""name"": ""french new wave""}]",2025-10-08,7.324,111,6.307,/AfE7DZ0DPgme6I58dlYp1Bo9xeN.jpg,fr
431580,Abominable,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.","[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 3289, ""name"": ""villain""}, {""id"": 8873, ""name"": ""yeti""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 9824, ""name"": ""reunion""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 166726, ""name"": ""female villain""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 192779, ""name"": ""mount everest""}, {""id"": 207372, ""name"": ""quest""}, {""id"": 237523, ""name"": ""zoologist""}]",2019-09-19,7.452,2144,5.6657,/20djTLqppfBx5WYA67Y300S6aPD.jpg,en
1316147,Grand Prix of Europe,"Edda, a young mouse and the daughter of fairground operator Erwin, dreams of becoming a race car driver. Ahead of the 50th anniversary of the European Grand Prix, Edda gets the opportunity to meet her idol, racing star Ed, and to help her father save his failing business. But to do so, she'll have to get behind the wheel herself.","[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 830, ""name"": ""car race""}, {""id"": 2161, ""name"": ""mouse""}, {""id"": 10039, ""name"": ""racing""}, {""id"": 14725, ""name"": ""race car driver""}, {""id"": 155325, ""name"": ""cartoon mouse""}, {""id"": 228750, ""name"": ""grand prix""}, {""id"": 268011, ""name"": ""motor racing""}, {""id"": 292463, ""name"": ""race car driving""}, {""id"": 292464, ""name"": ""speed racing""}, {""id"": 297442, ""name"": ""animation""}, {""id"": 298953, ""name"": ""car racing""}]",2025-07-18,7.361,36,5.5742,/jGGEqRaHAJ1pKJBj35WVxDyQBNw.jpg,de
856289,Creation of the Gods I: Kingdom of Storms,"Based on the most well-known classical fantasy novel of China, Fengshenyanyi, the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans, immortals and monsters, which happened more than three thousand years ago.","[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]","[{""id"": 1299, ""name"": ""monster""}, {""id"": 818, ""name"": ""based on novel or book""}, {""id"": 11624, ""name"": ""mythological beast""}, {""id"": 211227, ""name"": ""high fantasy""}, {""id"": 225207, ""name"": ""physical immortality""}, {""id"": 297031, ""name"": ""chinese mythology""}]",2023-07-15,7.1,466,5.951,/6VOV2wU3WEyN0H1QtrbAS6whXPc.jpg,zh
829,Chinatown,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 3737, ""name"": ""dying and death""}, {""id"": 658, ""name"": ""sea""}, {""id"": 2337, ""name"": ""pedophilia""}, {""id"": 570, ""name"": ""rape""}, {""id"": 2281, ""name"": ""mistake in person""}, {""id"": 1261, ""name"": ""river""}, {""id"": 1788, ""name"": ""chinatown""}, {""id"": 3820, ""name"": ""barrage""}, {""id"": 9016, ""name"": ""femme fatale""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12570, ""name"": ""whodunit""}, {""id"": 12670, ""name"": ""los angeles, california""}, {""id"": 155790, ""name"": ""private detective""}, {""id"": 207268, ""name"": ""neo-noir""}]",1974-06-20,7.912,4163,7.4769,/kZRSP3FmOcq0xnBulqpUQngJUXY.jpg,en
1100998,SuperKlaus,"Santa Claus's wish comes true when he accidentally bumps his head and starts believing he's SuperKlaus. With the help of Billie and Leo his elf-xecutive assistant, SuperKlaus will take on a toy-obsessed businessman to save Christmas.","[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 65, ""name"": ""holiday""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 1991, ""name"": ""santa claus""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 207317, ""name"": ""christmas""}]",2024-11-01,7.1,7,6.0188,/8sgc5TA8xsi4wpKrf7XrFKscujQ.jpg,en
774825,The Ice Age Adventures of Buck Wild,The fearless one-eyed weasel Buck teams up with mischievous possum brothers Crash & Eddie as they head off on a new adventure into Buck's home: The Dinosaur World.,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 2219, ""name"": ""ice age""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 15285, ""name"": ""spin off""}, {""id"": 233968, ""name"": ""polar adventure""}]",2022-01-28,6.568,1799,5.5512,/zzXFM4FKDG7l1ufrAkwQYv2xvnh.jpg,en
12088,Fortress,"In the future, the inmates of a private underground prison are computer-controlled with cameras, dream readers, and devices that can cause pain or death. John and his illegally pregnant wife Karen are locked inside ""The Fortress"" but are determined to escape before the birth of their baby.","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 378, ""name"": ""prison""}, {""id"": 2964, ""name"": ""future""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 2587, ""name"": ""married couple""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 11738, ""name"": ""evil corporation""}, {""id"": 208085, ""name"": ""population control""}, {""id"": 219404, ""name"": ""action hero""}]",1992-12-18,6.045,712,5.881,/evjpqWPUY4VpOdyLpeRfkGU8DiR.jpg,en
455476,Knights of the Zodiac,"When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 6211, ""name"": ""fighter""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 2035, ""name"": ""mythology""}, {""id"": 4613, ""name"": ""training""}, {""id"": 5484, ""name"": ""reincarnation""}, {""id"": 10777, ""name"": ""goddess""}, {""id"": 10466, ""name"": ""knight""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 13141, ""name"": ""based on manga""}, {""id"": 33637, ""name"": ""super power""}, {""id"": 164246, ""name"": ""nostalgic""}]",2023-04-27,6.3,1260,5.4156,/qW4crfED8mpNDadSmMdi7ZDzhXF.jpg,en
1001835,Wifelike,"A grieving detective in the near-future hunts down criminals who trade artificial humans on the black market. In the fight to end AI exploitation, an underground resistance attempts to infiltrate him by sabotaging the programming of the artificial human assigned as his companion to behave like his late wife. She begins to question her reality as memories of a past life begin to surface in a world where nothing is as it seems.","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 310, ""name"": ""artificial intelligence (a.i.)""}, {""id"": 213882, ""name"": ""robot girl""}, {""id"": 244256, ""name"": ""near future""}, {""id"": 323405, ""name"": ""robot wife""}]",2022-08-12,6.657,303,6.4996,/tea2gDZPxw0wfKC2S2VRWHagtt4.jpg,en
314095,The Lost City of Z,"A true-life drama in the 1920s, centering on British explorer Col. Percy Fawcett, who discovered evidence of a previously unknown, advanced civilization in the Amazon and disappeared whilst searching for it.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","[{""id"": 818, ""name"": ""based on novel or book""}, {""id"": 1585, ""name"": ""snake""}, {""id"": 2504, ""name"": ""world war i""}, {""id"": 1261, ""name"": ""river""}, {""id"": 1963, ""name"": ""expedition""}, {""id"": 4190, ""name"": ""lost civilisation""}, {""id"": 10148, ""name"": ""tribe""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5968, ""name"": ""amazon rainforest""}, {""id"": 10786, ""name"": ""colonel""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 18266, ""name"": ""south america""}, {""id"": 157155, ""name"": ""explorer""}, {""id"": 189092, ""name"": ""journey""}, {""id"": 207876, ""name"": ""1920s""}, {""id"": 235651, ""name"": ""mysterious lands""}, {""id"": 256330, ""name"": ""mischievous""}, {""id"": 325761, ""name"": ""admiring""}]",2017-03-15,6.392,3040,5.3433,/dgDVkGFltTm1MCoFtlq91r7jwi9.jpg,en
553604,Honest Thief,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 258, ""name"": ""bomb""}, {""id"": 2492, ""name"": ""bank robber""}, {""id"": 6840, ""name"": ""criminal past""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 272551, ""name"": ""fbi agent""}]",2020-09-03,6.5,1856,5.514,/zeD4PabP6099gpE0STWJrJrCBCs.jpg,en
639,When Harry Met Sally...,"Sex always gets in the way of friendships between men and women. At least, that's what Harry Burns believes. So when Harry meets Sally Albright and a deep friendship blossoms between them, Harry's determined not to let his attraction to Sally destroy it. But when a night of weakness ends in a morning of panic, can the pair avoid succumbing to Harry's fears by remaining friends and admitting they just might be the perfect match for each other?","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 613, ""name"": ""new year's eve""}, {""id"": 242, ""name"": ""new york city""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10738, ""name"": ""diner""}, {""id"": 274507, ""name"": ""holidays""}, {""id"": 288816, ""name"": ""lighthearted""}, {""id"": 299208, ""name"": ""in love with best friend""}, {""id"": 315168, ""name"": ""fake orgasm""}, {""id"": 315310, ""name"": ""reminiscent""}, {""id"": 324016, ""name"": ""male female friendship""}, {""id"": 325783, ""name"": ""clich\u00e9""}, {""id"": 339632, ""name"": ""longtime friends""}]",1989-07-12,7.404,4485,6.9112,/rFOiFUhTMtDetqCGClC9PIgnC1P.jpg,en
42341,Suspect X,"A male corpse is discovered with a smashed face and burned hands. Strangely, the cause of death is determined to be strangulation. When Detective Kaoru Utsumi attempts to corroborate the victim’s ex-wife’s alibi she discovers the mysterious neighbor and only a few small clues to help her disprove a seemingly ""airtight"" alibi...","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 233, ""name"": ""japan""}, {""id"": 818, ""name"": ""based on novel or book""}, {""id"": 2303, ""name"": ""mathematician""}, {""id"": 6257, ""name"": ""genius""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 8012, ""name"": ""physicist""}, {""id"": 238812, ""name"": ""murder case""}, {""id"": 244096, ""name"": ""ecentric genius""}, {""id"": 316332, ""name"": ""mystery""}]",2008-10-04,7.58,131,6.4488,/kKV6Tj4BqrFyRV03rkwHNYIQJY0.jpg,ja
19404,Dilwale Dulhania Le Jayenge,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancé. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 2783, ""name"": ""family's daily life""}, {""id"": 3371, ""name"": ""family history""}, {""id"": 7277, ""name"": ""love-hate relationship""}, {""id"": 12279, ""name"": ""family drama""}, {""id"": 14720, ""name"": ""love affair""}, {""id"": 194998, ""name"": ""curious""}, {""id"": 290395, ""name"": ""casual""}]",1995-10-20,8.516,4554,6.4929,/2CAL2433ZeIihfX1Hb2139CX0pW.jpg,hi
809787,Mafia Mamma,"A suburban American woman inherits her grandfather’s Mafia empire and, guided by the Firm’s trusted consigliere, defies everyone’s expectations, including her own, as the new head of the family business.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]","[{""id"": 131, ""name"": ""italy""}, {""id"": 6220, ""name"": ""mafia boss""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 11663, ""name"": ""camp""}, {""id"": 18035, ""name"": ""family""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 215490, ""name"": ""family establishment""}, {""id"": 251543, ""name"": ""heritage""}]",2023-04-13,6.082,300,5.8798,/hqFZqZFWWEDRCTtbTJqvrIitEKB.jpg,en
